source,subject_id,split,setting,primary_protocol_changed,region,start_frame,end_frame_exclusive,duration_seconds,max_speed_deg_s,annotation_status,pose_semantics
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/01.pkl,s_01,train,raw_15,False,lower_body,918,1105,3.1166666666666667,14.207966115837385,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/01.pkl,s_01,train,raw_15,False,lower_body,1180,1380,3.3333333333333335,12.445619960825702,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/01.pkl,s_01,train,raw_15,False,lower_body,1567,1772,3.4166666666666665,13.537626695352525,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/01.pkl,s_01,train,raw_15,False,lower_body,2053,2243,3.1666666666666665,14.54420787285061,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/01.pkl,s_01,train,raw_15,False,lower_body,2244,2747,8.383333333333333,14.963291023802809,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/01.pkl,s_01,train,raw_15,False,lower_body,2748,3017,4.483333333333333,12.718867154320733,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/01.pkl,s_01,train,raw_15,False,lower_body,3151,3587,7.266666666666667,13.527686261716234,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/01.pkl,s_01,train,raw_15,False,lower_body,3611,4034,7.05,14.245898152972176,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/01.pkl,s_01,train,raw_15,False,lower_body,4144,4301,2.6166666666666667,14.797321312392933,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/01.pkl,s_01,train,raw_15,False,lower_body,4302,4460,2.6333333333333333,10.499453804320868,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/01.pkl,s_01,train,raw_15,False,lower_body,4771,5151,6.333333333333333,14.895260569853656,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/01.pkl,s_01,train,raw_15,False,lower_body,5244,5470,3.7666666666666666,11.391956472740583,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/01.pkl,s_01,train,raw_15,False,lower_body,5471,6130,10.983333333333333,14.8179711282989,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/01.pkl,s_01,train,raw_15,False,lower_body,6170,6446,4.6,14.541710429964539,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/01.pkl,s_01,train,raw_15,False,lower_body,6450,6604,2.566666666666667,13.968441591240543,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/01.pkl,s_01,train,raw_15,False,lower_body,6605,6823,3.6333333333333333,14.964271979683687,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/01.pkl,s_01,train,raw_15,False,lower_body,7153,7725,9.533333333333333,11.131288764064356,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/01.pkl,s_01,train,raw_15,False,lower_body,7980,8198,3.6333333333333333,14.598247596656554,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/01.pkl,s_01,train,raw_15,False,lower_body,8643,8887,4.066666666666666,9.432704648130173,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/01.pkl,s_01,train,raw_15,False,lower_body,8888,9171,4.716666666666667,12.293980872879946,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/01.pkl,s_01,train,raw_15,False,lower_body,9172,9302,2.1666666666666665,11.551183570703627,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/01.pkl,s_01,train,raw_15,False,lower_body,9303,9563,4.333333333333333,11.421951559204027,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/01.pkl,s_01,train,raw_15,False,lower_body,9564,9758,3.2333333333333334,14.395812105633938,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/01.pkl,s_01,train,raw_15,False,lower_body,9791,10052,4.35,13.587506500024421,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/01.pkl,s_01,train,raw_15,False,lower_body,10204,10376,2.8666666666666667,14.9238367535486,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/01.pkl,s_01,train,raw_15,False,lower_body,10377,10708,5.516666666666667,13.748896095168782,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/01.pkl,s_01,train,reference_smoothed_1s_5,False,trunk,1,173,2.8666666666666667,4.4093163043262695,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/01.pkl,s_01,train,reference_smoothed_1s_5,False,trunk,2232,2358,2.1,4.9819596498855905,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/01.pkl,s_01,train,reference_smoothed_1s_5,False,trunk,8241,8414,2.8833333333333333,4.9381451029229,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/01.pkl,s_01,train,reference_smoothed_1s_5,False,lower_body,276,568,4.866666666666666,4.971872913134415,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/01.pkl,s_01,train,reference_smoothed_1s_5,False,lower_body,850,1179,5.483333333333333,2.9520076706944014,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/01.pkl,s_01,train,reference_smoothed_1s_5,False,lower_body,1180,1474,4.9,3.05307348033383,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/01.pkl,s_01,train,reference_smoothed_1s_5,False,lower_body,1475,1996,8.683333333333334,3.351900256296879,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/01.pkl,s_01,train,reference_smoothed_1s_5,False,lower_body,2053,2747,11.566666666666666,3.137244490374872,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/01.pkl,s_01,train,reference_smoothed_1s_5,False,lower_body,2748,3017,4.483333333333333,2.578969725836049,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/01.pkl,s_01,train,reference_smoothed_1s_5,False,lower_body,3056,3587,8.85,3.869655427292797,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/01.pkl,s_01,train,reference_smoothed_1s_5,False,lower_body,3588,4301,11.883333333333333,4.705370420535345,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/01.pkl,s_01,train,reference_smoothed_1s_5,False,lower_body,4302,4460,2.6333333333333333,4.431299895392361,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/01.pkl,s_01,train,reference_smoothed_1s_5,False,lower_body,4771,5243,7.866666666666666,4.202209991357364,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/01.pkl,s_01,train,reference_smoothed_1s_5,False,lower_body,5244,5470,3.7666666666666666,2.890316721611865,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/01.pkl,s_01,train,reference_smoothed_1s_5,False,lower_body,5471,6910,23.983333333333334,3.9901089518427915,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/01.pkl,s_01,train,reference_smoothed_1s_5,False,lower_body,6922,7051,2.15,3.129940125733242,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/01.pkl,s_01,train,reference_smoothed_1s_5,False,lower_body,7153,7725,9.533333333333333,2.8711566151414085,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/01.pkl,s_01,train,reference_smoothed_1s_5,False,lower_body,7726,7975,4.15,3.1450322554134735,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/01.pkl,s_01,train,reference_smoothed_1s_5,False,lower_body,7980,8175,3.25,4.956699025825809,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/01.pkl,s_01,train,reference_smoothed_1s_5,False,lower_body,8643,8887,4.066666666666666,1.5706609845626809,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/01.pkl,s_01,train,reference_smoothed_1s_5,False,lower_body,8888,9171,4.716666666666667,1.6504696061788064,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/01.pkl,s_01,train,reference_smoothed_1s_5,False,lower_body,9172,9302,2.1666666666666665,1.765198555078835,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/01.pkl,s_01,train,reference_smoothed_1s_5,False,lower_body,9303,9563,4.333333333333333,1.5151426755457325,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/01.pkl,s_01,train,reference_smoothed_1s_5,False,lower_body,9564,9758,3.2333333333333334,1.9462853664050648,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/01.pkl,s_01,train,reference_smoothed_1s_5,False,lower_body,9791,10052,4.35,2.692541283604333,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/01.pkl,s_01,train,reference_smoothed_1s_5,False,lower_body,10053,10203,2.5,2.6198567052962294,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/01.pkl,s_01,train,reference_smoothed_1s_5,False,lower_body,10204,10376,2.8666666666666667,2.604390816896326,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/01.pkl,s_01,train,reference_smoothed_1s_5,False,lower_body,10377,10845,7.8,2.8685605616105576,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/01.pkl,s_01,train,reference_smoothed_1s_5,False,lower_body,11189,11470,4.683333333333334,4.9898412181357825,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/01.pkl,s_01,train,reference_smoothed_1s_5,False,lower_body,11535,11782,4.116666666666666,4.984488101584394,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/01.pkl,s_01,train,reference_smoothed_1s_5,False,lower_body,11952,12110,2.6333333333333333,4.98755950748496,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/01.pkl,s_01,train,reference_smoothed_1s_5,False,lower_body,12289,12645,5.933333333333334,4.961277126245596,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/01.pkl,s_01,train,reference_smoothed_1s_5,False,lower_body,12648,12821,2.8833333333333333,4.966317263290454,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/05.pkl,s_01,train,raw_5,False,lower_body,590,727,2.283333333333333,4.64133470763746,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/05.pkl,s_01,train,raw_5,False,lower_body,1367,1531,2.7333333333333334,4.938472975933593,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/05.pkl,s_01,train,raw_5,False,lower_body,1908,2040,2.2,4.968524225583089,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/05.pkl,s_01,train,raw_5,False,lower_body,2394,2524,2.1666666666666665,4.179533126561823,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/05.pkl,s_01,train,raw_10,False,trunk,526,727,3.35,9.687425544479147,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/05.pkl,s_01,train,raw_10,False,trunk,1346,1482,2.2666666666666666,9.719295707684278,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/05.pkl,s_01,train,raw_10,False,trunk,1901,2036,2.25,8.177332542434243,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/05.pkl,s_01,train,raw_10,False,trunk,2349,2527,2.966666666666667,9.907884443175488,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/05.pkl,s_01,train,raw_10,False,trunk,3204,3329,2.0833333333333335,8.415856956530842,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/05.pkl,s_01,train,raw_10,False,trunk,4501,4765,4.4,9.198601461479216,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/05.pkl,s_01,train,raw_10,False,trunk,4766,4922,2.6,8.494101433337574,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/05.pkl,s_01,train,raw_10,False,trunk,4983,5159,2.933333333333333,8.300256088308814,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/05.pkl,s_01,train,raw_10,False,lower_body,13,148,2.25,9.662389621874695,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/05.pkl,s_01,train,raw_10,False,lower_body,513,727,3.566666666666667,9.977999411914025,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/05.pkl,s_01,train,raw_10,False,lower_body,1053,1219,2.7666666666666666,9.655373539699369,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/05.pkl,s_01,train,raw_10,False,lower_body,1343,1584,4.016666666666667,6.434734597635307,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/05.pkl,s_01,train,raw_10,False,lower_body,1901,2098,3.283333333333333,8.492802465154393,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/05.pkl,s_01,train,raw_10,False,lower_body,2228,2538,5.166666666666667,9.797014168514846,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/05.pkl,s_01,train,raw_10,False,lower_body,2841,3023,3.033333333333333,9.757190080133677,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/05.pkl,s_01,train,raw_10,False,lower_body,3027,3310,4.716666666666667,9.802853005889574,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/05.pkl,s_01,train,raw_10,False,lower_body,3731,4332,10.016666666666667,9.903431551036581,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/05.pkl,s_01,train,raw_10,False,lower_body,4554,4975,7.016666666666667,9.218633464491566,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/05.pkl,s_01,train,raw_10,False,lower_body,4978,5164,3.1,8.173801884025545,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/05.pkl,s_01,train,raw_15,False,trunk,15,145,2.1666666666666665,14.811945573575114,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/05.pkl,s_01,train,raw_15,False,trunk,492,727,3.9166666666666665,13.455507369157326,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/05.pkl,s_01,train,raw_15,False,trunk,782,979,3.283333333333333,13.528216813035812,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/05.pkl,s_01,train,raw_15,False,trunk,1057,1231,2.9,14.827082334664565,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/05.pkl,s_01,train,raw_15,False,trunk,1343,1584,4.016666666666667,11.936195314615063,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/05.pkl,s_01,train,raw_15,False,trunk,1689,1811,2.033333333333333,14.855282943673076,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/05.pkl,s_01,train,raw_15,False,trunk,1901,2227,5.433333333333334,14.206386715903319,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/05.pkl,s_01,train,raw_15,False,trunk,2228,2556,5.466666666666667,14.238624591143662,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/05.pkl,s_01,train,raw_15,False,trunk,2831,3032,3.35,14.954061802602544,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/05.pkl,s_01,train,raw_15,False,trunk,3125,3359,3.9,12.99169500302564,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/05.pkl,s_01,train,raw_15,False,trunk,3668,3817,2.4833333333333334,12.61812401635362,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/05.pkl,s_01,train,raw_15,False,trunk,3836,4179,5.716666666666667,13.757003081565022,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/05.pkl,s_01,train,raw_15,False,trunk,4465,5246,13.016666666666667,14.57435730206198,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/05.pkl,s_01,train,raw_15,False,lower_body,10,150,2.3333333333333335,14.783062430163556,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/05.pkl,s_01,train,raw_15,False,lower_body,496,727,3.85,13.513569077343613,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/05.pkl,s_01,train,raw_15,False,lower_body,782,979,3.283333333333333,13.062204343957207,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/05.pkl,s_01,train,raw_15,False,lower_body,980,1232,4.2,14.972177645756874,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/05.pkl,s_01,train,raw_15,False,lower_body,1343,1584,4.016666666666667,6.434734597635307,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/05.pkl,s_01,train,raw_15,False,lower_body,1602,1811,3.4833333333333334,13.687100014052604,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/05.pkl,s_01,train,raw_15,False,lower_body,1901,2100,3.316666666666667,14.875943929191202,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/05.pkl,s_01,train,raw_15,False,lower_body,2228,2556,5.466666666666667,14.330767188940028,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/05.pkl,s_01,train,raw_15,False,lower_body,2624,3390,12.766666666666667,14.75553141029509,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/05.pkl,s_01,train,raw_15,False,lower_body,3393,3728,5.583333333333333,14.73029499356027,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/05.pkl,s_01,train,raw_15,False,lower_body,3730,4333,10.05,14.22047290309,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/05.pkl,s_01,train,raw_15,False,lower_body,4478,5242,12.733333333333333,14.795878784296043,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/05.pkl,s_01,train,reference_smoothed_1s_5,False,trunk,1,134,2.216666666666667,4.628052970100634,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/05.pkl,s_01,train,reference_smoothed_1s_5,False,trunk,464,727,4.383333333333334,3.9383145737036913,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/05.pkl,s_01,train,reference_smoothed_1s_5,False,trunk,782,979,3.283333333333333,3.289171242107498,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/05.pkl,s_01,train,reference_smoothed_1s_5,False,trunk,980,1342,6.033333333333333,4.58272618531244,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/05.pkl,s_01,train,reference_smoothed_1s_5,False,trunk,1343,1584,4.016666666666667,4.115947282593356,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/05.pkl,s_01,train,reference_smoothed_1s_5,False,trunk,1713,1849,2.2666666666666666,4.910332301638639,candidate_not_reviewed,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_01/05.pkl,s_01,train,reference_smoothed_1s_5,False,trunk,1901,2227,5.433333333333334,3.987316389025406,candidate_not_reviewed,unknown
