source,dataset,subject_key,kind,start_frame,end_frame_exclusive,start_seconds,duration_seconds,standing_before_15s,standing_after_15s,complete_transition_proxy,status
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub023/0015_sitting1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub023,seated_like,484,1356,4.033333333333333,7.266666666666667,False,False,False,native_rate_geometry_confirmed_not_action_annotation
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub024/0015_sitting1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub024,seated_like,369,981,3.075,5.1,False,False,False,native_rate_geometry_confirmed_not_action_annotation
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub031/0015_sitting1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub031,seated_like,459,1143,3.825,5.7,False,False,False,native_rate_geometry_confirmed_not_action_annotation
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub033/0014_sitting1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub033,seated_like,302,1601,2.5166666666666666,10.825,False,False,False,native_rate_geometry_confirmed_not_action_annotation
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub033/0015_sitting2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub033,seated_like,302,1036,2.5166666666666666,6.116666666666666,False,False,False,native_rate_geometry_confirmed_not_action_annotation
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub035/0015_sitting1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub035,seated_like,451,1177,3.7583333333333333,6.05,False,False,False,native_rate_geometry_confirmed_not_action_annotation
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub037/0015_sitting1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub037,seated_like,333,1011,2.775,5.65,False,False,False,native_rate_geometry_confirmed_not_action_annotation
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub038/0015_sitting1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub038,seated_like,308,1006,2.566666666666667,5.816666666666666,False,False,False,native_rate_geometry_confirmed_not_action_annotation
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub038/0016_sitting2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub038,seated_like,289,1476,2.408333333333333,9.891666666666667,False,False,False,native_rate_geometry_confirmed_not_action_annotation
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub039/0015_sitting1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub039,seated_like,278,956,2.316666666666667,5.65,False,False,False,native_rate_geometry_confirmed_not_action_annotation
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub041/0015_sitting1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub041,seated_like,304,931,2.533333333333333,5.225,False,False,False,native_rate_geometry_confirmed_not_action_annotation
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub041/0016_sitting2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub041,seated_like,312,941,2.6,5.241666666666666,False,False,False,native_rate_geometry_confirmed_not_action_annotation
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub044/0015_sitting1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub044,seated_like,331,1017,2.7583333333333333,5.716666666666667,False,False,False,native_rate_geometry_confirmed_not_action_annotation
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub044/0016_sitting2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub044,seated_like,231,1086,1.925,7.125,False,False,False,native_rate_geometry_confirmed_not_action_annotation
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub045/0015_sitting1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub045,seated_like,327,956,2.725,5.241666666666666,False,False,False,native_rate_geometry_confirmed_not_action_annotation
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub045/0016_sitting2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub045,seated_like,272,1251,2.2666666666666666,8.158333333333333,False,False,False,native_rate_geometry_confirmed_not_action_annotation
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub048/0015_sitting1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub048,seated_like,387,1021,3.225,5.283333333333333,False,False,False,native_rate_geometry_confirmed_not_action_annotation
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub050/0015_sitting1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub050,seated_like,314,966,2.6166666666666667,5.433333333333334,False,False,False,native_rate_geometry_confirmed_not_action_annotation
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub050/0016_sitting2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub050,seated_like,313,1154,2.6083333333333334,7.008333333333334,False,False,False,native_rate_geometry_confirmed_not_action_annotation
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub091/0015_sitting1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub091,seated_like,377,1000,3.1416666666666666,5.191666666666666,False,False,False,native_rate_geometry_confirmed_not_action_annotation
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub092/0015_sitting1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub092,seated_like,342,959,2.85,5.141666666666667,False,False,False,native_rate_geometry_confirmed_not_action_annotation
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub108/0016_sitting2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub108,seated_like,486,1237,4.05,6.258333333333334,False,False,False,native_rate_geometry_confirmed_not_action_annotation
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub114/0015_sitting1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub114,seated_like,268,998,2.2333333333333334,6.083333333333333,False,False,False,native_rate_geometry_confirmed_not_action_annotation
../base_mobileposer/data/raw/AMASS/CMU/13/13_03_poses.npz,CMU,CMU/13,seated_like,2878,3715,23.983333333333334,6.975,False,False,False,native_rate_geometry_confirmed_not_action_annotation
../base_mobileposer/data/raw/AMASS/CMU/13/13_04_poses.npz,CMU,CMU/13,seated_like,287,984,2.3916666666666666,5.808333333333334,False,False,False,native_rate_geometry_confirmed_not_action_annotation
../base_mobileposer/data/raw/AMASS/CMU/13/13_04_poses.npz,CMU,CMU/13,seated_like,3848,4623,32.06666666666667,6.458333333333333,False,False,False,native_rate_geometry_confirmed_not_action_annotation
../base_mobileposer/data/raw/AMASS/CMU/13/13_05_poses.npz,CMU,CMU/13,seated_like,1895,2962,15.791666666666666,8.891666666666667,False,False,False,native_rate_geometry_confirmed_not_action_annotation
../base_mobileposer/data/raw/AMASS/CMU/13/13_06_poses.npz,CMU,CMU/13,seated_like,3487,4307,29.058333333333334,6.833333333333333,False,False,False,native_rate_geometry_confirmed_not_action_annotation
../base_mobileposer/data/raw/AMASS/CMU/18_19_rory/18_12_poses.npz,CMU,CMU/18_19_rory,seated_like,405,1206,3.375,6.675,False,False,False,native_rate_geometry_confirmed_not_action_annotation
../base_mobileposer/data/raw/AMASS/CMU/22_23_justin/22_03_poses.npz,CMU,CMU/22_23_justin,seated_like,0,812,0.0,6.766666666666667,False,False,False,native_rate_geometry_confirmed_not_action_annotation
../base_mobileposer/data/raw/AMASS/CMU/55/55_16_poses.npz,CMU,CMU/55,seated_like,0,6082,0.0,50.68333333333333,False,False,False,native_rate_geometry_confirmed_not_action_annotation
../base_mobileposer/data/raw/AMASS/CMU/86/86_15_poses.npz,CMU,CMU/86,seated_like,1421,6426,11.841666666666667,41.708333333333336,False,False,False,native_rate_geometry_confirmed_not_action_annotation
../base_mobileposer/data/raw/AMASS/Eyes_Japan_Dataset/aita/sitdown_standup-10-observe-aita_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/aita,seated_like,692,3160,5.766666666666667,20.566666666666666,True,True,True,native_rate_geometry_confirmed_not_action_annotation
../base_mobileposer/data/raw/AMASS/Eyes_Japan_Dataset/aita/sitdown_standup-14-hold chair-aita_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/aita,seated_like,496,1291,4.133333333333334,6.625,True,True,True,native_rate_geometry_confirmed_not_action_annotation
../base_mobileposer/data/raw/AMASS/Eyes_Japan_Dataset/aita/sitdown_standup-14-hold chair-aita_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/aita,seated_like,1937,2606,16.141666666666666,5.575,True,True,True,native_rate_geometry_confirmed_not_action_annotation
../base_mobileposer/data/raw/AMASS/Eyes_Japan_Dataset/aita/sitdown_standup-15-move chair-aita_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/aita,seated_like,2123,2736,17.691666666666666,5.108333333333333,False,True,False,native_rate_geometry_confirmed_not_action_annotation
../base_mobileposer/data/raw/AMASS/Eyes_Japan_Dataset/hamada/gesture_etc-06-jiggle knee-hamada_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/hamada,seated_like,731,2759,6.091666666666667,16.9,True,True,True,native_rate_geometry_confirmed_not_action_annotation
../base_mobileposer/data/raw/AMASS/Eyes_Japan_Dataset/hamada/pose-06-hangon-hamada_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/hamada,seated_like,1929,2542,16.075,5.108333333333333,True,True,True,native_rate_geometry_confirmed_not_action_annotation
../base_mobileposer/data/raw/AMASS/Eyes_Japan_Dataset/hamada/sitdown_standup-02-chair-hamada_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/hamada,seated_like,1543,2534,12.858333333333333,8.258333333333333,True,True,True,native_rate_geometry_confirmed_not_action_annotation
../base_mobileposer/data/raw/AMASS/Eyes_Japan_Dataset/hamada/sitdown_standup-03-chair back-hamada_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/hamada,seated_like,1739,2640,14.491666666666667,7.508333333333334,True,True,True,native_rate_geometry_confirmed_not_action_annotation
../base_mobileposer/data/raw/AMASS/Eyes_Japan_Dataset/hamada/sitdown_standup-04-chair elbow-hamada_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/hamada,seated_like,588,1249,4.9,5.508333333333334,True,False,False,native_rate_geometry_confirmed_not_action_annotation
../base_mobileposer/data/raw/AMASS/Eyes_Japan_Dataset/hamada/sitdown_standup-04-chair elbow-hamada_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/hamada,seated_like,1721,2333,14.341666666666667,5.1,True,True,True,native_rate_geometry_confirmed_not_action_annotation
../base_mobileposer/data/raw/AMASS/Eyes_Japan_Dataset/hamada/sitdown_standup-10-observe-hamada_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/hamada,seated_like,651,3141,5.425,20.75,True,False,False,native_rate_geometry_confirmed_not_action_annotation
../base_mobileposer/data/raw/AMASS/Eyes_Japan_Dataset/hamada/sitdown_standup-13-applause-hamada_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/hamada,seated_like,683,3130,5.691666666666666,20.391666666666666,True,False,False,native_rate_geometry_confirmed_not_action_annotation
../base_mobileposer/data/raw/AMASS/Eyes_Japan_Dataset/hamada/sitdown_standup-14-hold chair-hamada_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/hamada,seated_like,611,3162,5.091666666666667,21.258333333333333,True,False,False,native_rate_geometry_confirmed_not_action_annotation
../base_mobileposer/data/raw/AMASS/Eyes_Japan_Dataset/hamada/sitdown_standup-16-reseat-hamada_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/hamada,seated_like,582,1355,4.85,6.441666666666666,True,False,False,native_rate_geometry_confirmed_not_action_annotation
../base_mobileposer/data/raw/AMASS/Eyes_Japan_Dataset/hamada/sitdown_standup-16-reseat-hamada_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/hamada,seated_like,1929,3160,16.075,10.258333333333333,True,True,True,native_rate_geometry_confirmed_not_action_annotation
../base_mobileposer/data/raw/AMASS/Eyes_Japan_Dataset/ichige/gesture_etc-18-eat-ichige_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/ichige,seated_like,1147,3381,9.558333333333334,18.616666666666667,True,True,True,native_rate_geometry_confirmed_not_action_annotation
../base_mobileposer/data/raw/AMASS/Eyes_Japan_Dataset/kaiwa/sitdown_standup-03-chair back-kaiwa_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/kaiwa,seated_like,683,2700,5.691666666666666,16.808333333333334,True,True,True,native_rate_geometry_confirmed_not_action_annotation
../base_mobileposer/data/raw/AMASS/Eyes_Japan_Dataset/kaiwa/sitdown_standup-03-chair back-kaiwa_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/kaiwa,seated_like_low_speed,1332,2237,11.1,7.541666666666667,True,True,True,native_rate_geometry_confirmed_not_action_annotation
../base_mobileposer/data/raw/AMASS/Eyes_Japan_Dataset/kanno/sitdown_standup-03-chair back-kanno_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/kanno,seated_like,596,1254,4.966666666666667,5.483333333333333,True,False,False,native_rate_geometry_confirmed_not_action_annotation
../base_mobileposer/data/raw/AMASS/Eyes_Japan_Dataset/kanno/sitdown_standup-03-chair back-kanno_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/kanno,seated_like,2078,2736,17.316666666666666,5.483333333333333,True,True,True,native_rate_geometry_confirmed_not_action_annotation
../base_mobileposer/data/raw/AMASS/Eyes_Japan_Dataset/kanno/sitdown_standup-10-observe-kanno_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/kanno,seated_like,681,3456,5.675,23.125,True,True,True,native_rate_geometry_confirmed_not_action_annotation
../base_mobileposer/data/raw/AMASS/Eyes_Japan_Dataset/kanno/sitdown_standup-10-observe-kanno_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/kanno,seated_like_low_speed,1154,1875,9.616666666666667,6.008333333333334,True,False,False,native_rate_geometry_confirmed_not_action_annotation
../base_mobileposer/data/raw/AMASS/Eyes_Japan_Dataset/kanno/sitdown_standup-10-observe-kanno_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/kanno,seated_like_low_speed,1878,2616,15.65,6.15,True,True,True,native_rate_geometry_confirmed_not_action_annotation
../base_mobileposer/data/raw/AMASS/Eyes_Japan_Dataset/kanno/sitdown_standup-13-applause-kanno_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/kanno,seated_like,576,3288,4.8,22.6,True,True,True,native_rate_geometry_confirmed_not_action_annotation
../base_mobileposer/data/raw/AMASS/Eyes_Japan_Dataset/kanno/sitdown_standup-14-hold chair-kanno_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/kanno,seated_like,854,1555,7.116666666666666,5.841666666666667,True,True,True,native_rate_geometry_confirmed_not_action_annotation
../base_mobileposer/data/raw/AMASS/Eyes_Japan_Dataset/kanno/sitdown_standup-14-hold chair-kanno_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/kanno,seated_like,2273,2899,18.941666666666666,5.216666666666667,False,True,False,native_rate_geometry_confirmed_not_action_annotation
../base_mobileposer/data/raw/AMASS/Eyes_Japan_Dataset/kawaguchi/sitdown_standup-10-observe-kawaguchi_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/kawaguchi,seated_like,526,2320,4.383333333333334,14.95,True,True,True,native_rate_geometry_confirmed_not_action_annotation
../base_mobileposer/data/raw/AMASS/Eyes_Japan_Dataset/kudo/sitdown_standup-16-reseat-kudo_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/kudo,seated_like,1891,4219,7.564,9.312,True,True,True,native_rate_geometry_confirmed_not_action_annotation
../base_mobileposer/data/raw/AMASS/Eyes_Japan_Dataset/kudo/sitdown_standup-16-reseat-kudo_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/kudo,seated_like,4837,6843,19.348,8.024,False,True,False,native_rate_geometry_confirmed_not_action_annotation
../base_mobileposer/data/raw/AMASS/Eyes_Japan_Dataset/takiguchi/gesture_etc-20-swing chair-takiguchi_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/takiguchi,seated_like,1259,4186,5.036,11.708,False,False,False,native_rate_geometry_confirmed_not_action_annotation
../base_mobileposer/data/raw/AMASS/Eyes_Japan_Dataset/takiguchi/gesture_etc-20-swing chair-takiguchi_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/takiguchi,seated_like,4409,6770,17.636,9.444,False,False,False,native_rate_geometry_confirmed_not_action_annotation
../base_mobileposer/data/raw/AMASS/Eyes_Japan_Dataset/takiguchi/sitdown_standup-16-reseat-takiguchi_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/takiguchi,seated_like,1271,3625,5.084,9.416,False,False,False,native_rate_geometry_confirmed_not_action_annotation
../base_mobileposer/data/raw/AMASS/Eyes_Japan_Dataset/takiguchi/sitdown_standup-16-reseat-takiguchi_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/takiguchi,seated_like,4694,7155,18.776,9.844,False,False,False,native_rate_geometry_confirmed_not_action_annotation
