source,sha256,subject_id,sequence_id,split,frames,sample_hz,duration_seconds,five_sensor_valid_frame_fraction,nan_target_frame_fraction,root_translation_gt,source_mapping,hold_mining
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_03/01.pkl,bd4300cc41e82b1351c5485d65efdacc3f8039e942260f374710bc294c2cbca3,s_03,01,train,16428,60.0,273.78333333333336,0.9104577550523496,0.0,absent,"{""pelvis"": 2, ""left_forearm"": 7, ""right_forearm"": 8, ""left_shank"": 11, ""right_shank"": 12, ""head"": 0, ""left_thigh"": 9, ""right_thigh"": 10}",candidate_only
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_03/03.pkl,e3d929ae777e17cff0471f432367f1baef597a98544a93193470cd727ad092a5,s_03,03,train,9462,60.0,157.68333333333334,0.9284506446839992,0.0,absent,"{""pelvis"": 2, ""left_forearm"": 7, ""right_forearm"": 8, ""left_shank"": 11, ""right_shank"": 12, ""head"": 0, ""left_thigh"": 9, ""right_thigh"": 10}",candidate_only
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_03/04.pkl,c15463d31a7f626c843dac224f73a2ade13b1a1cd86d1a4fed3fa55390b38ac8,s_03,04,train,1234,60.0,20.55,0.8703403565640194,0.0,absent,"{""pelvis"": 2, ""left_forearm"": 7, ""right_forearm"": 8, ""left_shank"": 11, ""right_shank"": 12, ""head"": 0, ""left_thigh"": 9, ""right_thigh"": 10}",candidate_only
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_03/05.pkl,67b90ee6e071a415ddf4a0cf20e56c53a085646078112536985e834195785ba7,s_03,05,train,6578,60.0,109.61666666666666,0.9688355123137732,0.0,absent,"{""pelvis"": 2, ""left_forearm"": 7, ""right_forearm"": 8, ""left_shank"": 11, ""right_shank"": 12, ""head"": 0, ""left_thigh"": 9, ""right_thigh"": 10}",candidate_only
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_04/01.pkl,dbc272c80d1c672a3010209f2cc765166bba6c98b4b9ede8e229187d068bd993,s_04,01,train,9513,60.0,158.53333333333333,0.9524860716913697,0.0,absent,"{""pelvis"": 2, ""left_forearm"": 7, ""right_forearm"": 8, ""left_shank"": 11, ""right_shank"": 12, ""head"": 0, ""left_thigh"": 9, ""right_thigh"": 10}",candidate_only
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_04/02.pkl,0621963b26a9af4f860931f6de3f0c3c3c55cf9762d96c380cd25d824270d621,s_04,02,train,6419,60.0,106.96666666666667,0.9428259853559745,0.0,absent,"{""pelvis"": 2, ""left_forearm"": 7, ""right_forearm"": 8, ""left_shank"": 11, ""right_shank"": 12, ""head"": 0, ""left_thigh"": 9, ""right_thigh"": 10}",candidate_only
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_04/03.pkl,c2b1930d4284b084b0d20482ead2db95cefea769295c3b4101d596389e5592af,s_04,03,train,7891,60.0,131.5,0.9325814218730198,0.0,absent,"{""pelvis"": 2, ""left_forearm"": 7, ""right_forearm"": 8, ""left_shank"": 11, ""right_shank"": 12, ""head"": 0, ""left_thigh"": 9, ""right_thigh"": 10}",candidate_only
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_04/04.pkl,2a2df73cf2c945a4924d26f607e421ae15490c0b29106beb3ea815958c70f647,s_04,04,train,1169,60.0,19.466666666666665,0.9401197604790419,0.0,absent,"{""pelvis"": 2, ""left_forearm"": 7, ""right_forearm"": 8, ""left_shank"": 11, ""right_shank"": 12, ""head"": 0, ""left_thigh"": 9, ""right_thigh"": 10}",candidate_only
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_04/05.pkl,b349e6c3f6a75315d1d24d2d61ea45687c8cd863605583b495b1142351cb34af,s_04,05,train,5823,60.0,97.03333333333333,0.9728662201614288,0.0,absent,"{""pelvis"": 2, ""left_forearm"": 7, ""right_forearm"": 8, ""left_shank"": 11, ""right_shank"": 12, ""head"": 0, ""left_thigh"": 9, ""right_thigh"": 10}",candidate_only
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_05/01_a.pkl,82d998136f9ad347890eb1a9c81846b1422574e705bf635346972ae32bc98ee5,s_05,01_a,train,5809,60.0,96.8,0.8287140643828542,0.0,absent,"{""pelvis"": 2, ""left_forearm"": 7, ""right_forearm"": 8, ""left_shank"": 11, ""right_shank"": 12, ""head"": 0, ""left_thigh"": 9, ""right_thigh"": 10}",candidate_only
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_05/01_b.pkl,506601070c93b189980e9293bc5a74ad4a9759f3b2299d0ff31581d6e956455d,s_05,01_b,train,5142,60.0,85.68333333333334,0.9025670945157527,0.0,absent,"{""pelvis"": 2, ""left_forearm"": 7, ""right_forearm"": 8, ""left_shank"": 11, ""right_shank"": 12, ""head"": 0, ""left_thigh"": 9, ""right_thigh"": 10}",candidate_only
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_05/02.pkl,3e2cc4f336a9e76aa4ec9d221bce92090fc429aa53304e33a523d22b4a2b2228,s_05,02,train,6918,60.0,115.28333333333333,0.9473836368892744,0.0,absent,"{""pelvis"": 2, ""left_forearm"": 7, ""right_forearm"": 8, ""left_shank"": 11, ""right_shank"": 12, ""head"": 0, ""left_thigh"": 9, ""right_thigh"": 10}",candidate_only
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_05/03.pkl,75ba81550c1a4873071412ff74003f39c788e2ef7c4a9e820b9c805bb679b8c7,s_05,03,train,7798,60.0,129.95,0.9097204411387535,0.0,absent,"{""pelvis"": 2, ""left_forearm"": 7, ""right_forearm"": 8, ""left_shank"": 11, ""right_shank"": 12, ""head"": 0, ""left_thigh"": 9, ""right_thigh"": 10}",candidate_only
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_05/04.pkl,e85e3395ed9fa0ee27a88fae3428a98d0d7c18d2fbdb2331b7f5f6c3fd5350ce,s_05,04,train,2663,60.0,44.36666666666667,0.9038678182500939,0.0,absent,"{""pelvis"": 2, ""left_forearm"": 7, ""right_forearm"": 8, ""left_shank"": 11, ""right_shank"": 12, ""head"": 0, ""left_thigh"": 9, ""right_thigh"": 10}",candidate_only
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_05/05.pkl,ba959bb399cf78cbc5834e65864ffc92ccb740d01edfa7cdccb6058f7c597c7a,s_05,05,train,5374,60.0,89.55,0.9661332340900632,0.0,absent,"{""pelvis"": 2, ""left_forearm"": 7, ""right_forearm"": 8, ""left_shank"": 11, ""right_shank"": 12, ""head"": 0, ""left_thigh"": 9, ""right_thigh"": 10}",candidate_only
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_06/01_a.pkl,0072d95dad2608e44c73a5e6ec09976ea38297ded1c099ce144fef075465f508,s_06,01_a,train,6028,60.0,100.45,0.9112475116124751,0.0,absent,"{""pelvis"": 2, ""left_forearm"": 7, ""right_forearm"": 8, ""left_shank"": 11, ""right_shank"": 12, ""head"": 0, ""left_thigh"": 9, ""right_thigh"": 10}",candidate_only
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_06/01_b.pkl,5ebe0d1ede6fda7edb5c5c0dc0123459c2c99c5f43e3457eacf4777bd9660840,s_06,01_b,train,6373,60.0,106.2,0.9254668131178408,0.0,absent,"{""pelvis"": 2, ""left_forearm"": 7, ""right_forearm"": 8, ""left_shank"": 11, ""right_shank"": 12, ""head"": 0, ""left_thigh"": 9, ""right_thigh"": 10}",candidate_only
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_06/02.pkl,1d86b1a5a51ffc79b0fd83b5f95f63ada77a826586e591565ef294cbfdd55cf3,s_06,02,train,8476,60.0,141.25,0.9521000471920718,0.0,absent,"{""pelvis"": 2, ""left_forearm"": 7, ""right_forearm"": 8, ""left_shank"": 11, ""right_shank"": 12, ""head"": 0, ""left_thigh"": 9, ""right_thigh"": 10}",candidate_only
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_06/03.pkl,3a8bcbac360eac2bc4d97c1ab8bfcfa5a2de173c7278fa28245dbfac98ab1cc4,s_06,03,train,6259,60.0,104.3,0.9249081322895031,0.0,absent,"{""pelvis"": 2, ""left_forearm"": 7, ""right_forearm"": 8, ""left_shank"": 11, ""right_shank"": 12, ""head"": 0, ""left_thigh"": 9, ""right_thigh"": 10}",candidate_only
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_06/04.pkl,339e529508c3a329501ee5420496afc10e03c59d60b594e1396179cad85340b3,s_06,04,train,846,60.0,14.083333333333334,0.950354609929078,0.0,absent,"{""pelvis"": 2, ""left_forearm"": 7, ""right_forearm"": 8, ""left_shank"": 11, ""right_shank"": 12, ""head"": 0, ""left_thigh"": 9, ""right_thigh"": 10}",candidate_only
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_06/05.pkl,c728a2044604c7c5411d230b9c01a16c6c658cfcbb245a06aee90ec49eb62d2d,s_06,05,train,5373,60.0,89.53333333333333,0.9597989949748744,0.0,absent,"{""pelvis"": 2, ""left_forearm"": 7, ""right_forearm"": 8, ""left_shank"": 11, ""right_shank"": 12, ""head"": 0, ""left_thigh"": 9, ""right_thigh"": 10}",candidate_only
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/01.pkl,3e691eb54996c323eee24034fa5cddcc7dd8fd018a0b5e9f9ab73b62d5c353a4,s_07,01,validation,6732,60.0,112.18333333333334,0.9587046939988116,0.0,absent,"{""pelvis"": 2, ""left_forearm"": 7, ""right_forearm"": 8, ""left_shank"": 11, ""right_shank"": 12, ""head"": 0, ""left_thigh"": 9, ""right_thigh"": 10}",candidate_only
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/02.pkl,bdcd58408d4f62baa4fc1c47a2d1e202ef8154051ea9b60e9c3722369e351c09,s_07,02,validation,8803,60.0,146.7,0.94274679086675,0.0,absent,"{""pelvis"": 2, ""left_forearm"": 7, ""right_forearm"": 8, ""left_shank"": 11, ""right_shank"": 12, ""head"": 0, ""left_thigh"": 9, ""right_thigh"": 10}",candidate_only
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/03.pkl,ee7932e0a43e78c00846f95b5017b0ebf6f600c1142bb87ea74401c0c643f9b5,s_07,03,validation,7971,60.0,132.83333333333334,0.9468071760130473,0.0,absent,"{""pelvis"": 2, ""left_forearm"": 7, ""right_forearm"": 8, ""left_shank"": 11, ""right_shank"": 12, ""head"": 0, ""left_thigh"": 9, ""right_thigh"": 10}",candidate_only
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/04.pkl,2a91176e5ffd0f45b15a173265cce158ca228bf0018f5bb8ace2316163b7b873,s_07,04,validation,998,60.0,16.616666666666667,0.9488977955911824,0.0,absent,"{""pelvis"": 2, ""left_forearm"": 7, ""right_forearm"": 8, ""left_shank"": 11, ""right_shank"": 12, ""head"": 0, ""left_thigh"": 9, ""right_thigh"": 10}",candidate_only
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/05.pkl,bc759db35c42cbe933a7fdba82548df15840337981d28c5c85a3233c5b0618ea,s_07,05,validation,5865,60.0,97.73333333333333,0.9761295822676896,0.0,absent,"{""pelvis"": 2, ""left_forearm"": 7, ""right_forearm"": 8, ""left_shank"": 11, ""right_shank"": 12, ""head"": 0, ""left_thigh"": 9, ""right_thigh"": 10}",candidate_only
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_08/01_a.pkl,7f471f37a241d0775f814c2be4c8d9e8ea2ba5356659fa7a24cd810b306c6f6f,s_08,01_a,validation,5660,60.0,94.31666666666666,0.9434628975265018,0.0,absent,"{""pelvis"": 2, ""left_forearm"": 7, ""right_forearm"": 8, ""left_shank"": 11, ""right_shank"": 12, ""head"": 0, ""left_thigh"": 9, ""right_thigh"": 10}",candidate_only
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_08/01_b.pkl,43e0f74d0bc4ac05049216219c6489476c1c1ea1e53a9bbc2bf8f012be3e82ab,s_08,01_b,validation,5104,60.0,85.05,0.9692398119122257,0.0,absent,"{""pelvis"": 2, ""left_forearm"": 7, ""right_forearm"": 8, ""left_shank"": 11, ""right_shank"": 12, ""head"": 0, ""left_thigh"": 9, ""right_thigh"": 10}",candidate_only
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_08/02.pkl,4806592647d6fdafda1ab3a6ee38e0a285144ef1b86eed6212ff5bcebfa5d8f7,s_08,02,validation,6708,60.0,111.78333333333333,0.9672033392963626,0.0,absent,"{""pelvis"": 2, ""left_forearm"": 7, ""right_forearm"": 8, ""left_shank"": 11, ""right_shank"": 12, ""head"": 0, ""left_thigh"": 9, ""right_thigh"": 10}",candidate_only
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_08/03.pkl,b0bb1d221af2d9b2a076447f67e0ebcdda406d60d78af4cda694d8a5cb29c608,s_08,03,validation,6918,60.0,115.28333333333333,0.9614050303555941,0.0,absent,"{""pelvis"": 2, ""left_forearm"": 7, ""right_forearm"": 8, ""left_shank"": 11, ""right_shank"": 12, ""head"": 0, ""left_thigh"": 9, ""right_thigh"": 10}",candidate_only
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_08/04.pkl,77c147fa93106cb522bc2ef49195ccc7774bd64668b8999e89745e11026cf230,s_08,04,validation,804,60.0,13.383333333333333,0.9689054726368159,0.0,absent,"{""pelvis"": 2, ""left_forearm"": 7, ""right_forearm"": 8, ""left_shank"": 11, ""right_shank"": 12, ""head"": 0, ""left_thigh"": 9, ""right_thigh"": 10}",candidate_only
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_08/05.pkl,b8c4ddb4330cc32d2bf0cc0dc9048df7ca58325af3ff8b05e87e5009838139e4,s_08,05,validation,5577,60.0,92.93333333333334,0.9591178052716515,0.0,absent,"{""pelvis"": 2, ""left_forearm"": 7, ""right_forearm"": 8, ""left_shank"": 11, ""right_shank"": 12, ""head"": 0, ""left_thigh"": 9, ""right_thigh"": 10}",candidate_only
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_09/01_a.pkl,0c86df4729856661cb1c2490afcda45ceaa7773f7d388734d7aa73a74c2e07b1,s_09,01_a,test_locked,4757,60.0,79.26666666666667,0.9918015556022703,0.0,absent,"{""pelvis"": 2, ""left_forearm"": 7, ""right_forearm"": 8, ""left_shank"": 11, ""right_shank"": 12, ""head"": 0, ""left_thigh"": 9, ""right_thigh"": 10}",not_inspected_locked_test
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_09/01_b.pkl,371083f632637ff1408fff25a9bbf4d3edaf9a458434bb0178cbf9867da65e72,s_09,01_b,test_locked,2641,60.0,44.0,0.9912911775842483,0.0,absent,"{""pelvis"": 2, ""left_forearm"": 7, ""right_forearm"": 8, ""left_shank"": 11, ""right_shank"": 12, ""head"": 0, ""left_thigh"": 9, ""right_thigh"": 10}",not_inspected_locked_test
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_09/01_c.pkl,b7490e0552469378215a2e7a99a3b3370615b6374fe6443b36f76fbb9000d32e,s_09,01_c,test_locked,2136,60.0,35.583333333333336,0.9957865168539326,0.0,absent,"{""pelvis"": 2, ""left_forearm"": 7, ""right_forearm"": 8, ""left_shank"": 11, ""right_shank"": 12, ""head"": 0, ""left_thigh"": 9, ""right_thigh"": 10}",not_inspected_locked_test
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_09/02_a.pkl,410835a7c081d15edf520263f9420cb63d83810ca4fb826075427f400e140979,s_09,02_a,test_locked,2767,60.0,46.1,0.9981929887965305,0.0,absent,"{""pelvis"": 2, ""left_forearm"": 7, ""right_forearm"": 8, ""left_shank"": 11, ""right_shank"": 12, ""head"": 0, ""left_thigh"": 9, ""right_thigh"": 10}",not_inspected_locked_test
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_09/02_b.pkl,092cefd1094cde375076f329c3c31edbc78bd426f05ddf6d81d2bb900b5830a1,s_09,02_b,test_locked,2559,60.0,42.63333333333333,0.9945291129347401,0.0,absent,"{""pelvis"": 2, ""left_forearm"": 7, ""right_forearm"": 8, ""left_shank"": 11, ""right_shank"": 12, ""head"": 0, ""left_thigh"": 9, ""right_thigh"": 10}",not_inspected_locked_test
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_09/03_a.pkl,b7e4b587c8c2ab460d21e5f6fa275281e8550b906b35970b89d8c338629d0fb2,s_09,03_a,test_locked,2907,60.0,48.43333333333333,0.9931200550395597,0.0,absent,"{""pelvis"": 2, ""left_forearm"": 7, ""right_forearm"": 8, ""left_shank"": 11, ""right_shank"": 12, ""head"": 0, ""left_thigh"": 9, ""right_thigh"": 10}",not_inspected_locked_test
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_09/03_b.pkl,d1e1d074c7b749815862edc5b3d19c9b5211079915e43008d26ebe7545f00cdb,s_09,03_b,test_locked,3015,60.0,50.233333333333334,0.9943615257048093,0.0,absent,"{""pelvis"": 2, ""left_forearm"": 7, ""right_forearm"": 8, ""left_shank"": 11, ""right_shank"": 12, ""head"": 0, ""left_thigh"": 9, ""right_thigh"": 10}",not_inspected_locked_test
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_09/04.pkl,56c5ee09cda0e75a4ba46d33306b5dc628bfa0e2306840529f6a8a78be6042c9,s_09,04,test_locked,1188,60.0,19.783333333333335,0.9949494949494949,0.0,absent,"{""pelvis"": 2, ""left_forearm"": 7, ""right_forearm"": 8, ""left_shank"": 11, ""right_shank"": 12, ""head"": 0, ""left_thigh"": 9, ""right_thigh"": 10}",not_inspected_locked_test
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_09/05.pkl,ef41c6b85e58d98df9852749010f9d6bb30049a95b44fba1f7ccf869f0edeb46,s_09,05,test_locked,4539,60.0,75.63333333333334,0.9962546816479401,0.0,absent,"{""pelvis"": 2, ""left_forearm"": 7, ""right_forearm"": 8, ""left_shank"": 11, ""right_shank"": 12, ""head"": 0, ""left_thigh"": 9, ""right_thigh"": 10}",not_inspected_locked_test
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_10/01_a.pkl,373eae5c5e3fd9e8340b2c1d29e1028a9da823e6e438aa9b66e6891c2c2f4a8c,s_10,01_a,test_locked,5609,60.0,93.46666666666667,0.9989302906043858,0.0,absent,"{""pelvis"": 2, ""left_forearm"": 7, ""right_forearm"": 8, ""left_shank"": 11, ""right_shank"": 12, ""head"": 0, ""left_thigh"": 9, ""right_thigh"": 10}",not_inspected_locked_test
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_10/01_b.pkl,f8154e814d405e524ca017fd96ee2387dc18e52dd723c49d42888e076d942b99,s_10,01_b,test_locked,3330,60.0,55.483333333333334,0.996996996996997,0.0,absent,"{""pelvis"": 2, ""left_forearm"": 7, ""right_forearm"": 8, ""left_shank"": 11, ""right_shank"": 12, ""head"": 0, ""left_thigh"": 9, ""right_thigh"": 10}",not_inspected_locked_test
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_10/01_c.pkl,02c0fc529b7c002cd6bc1487f41eb44e215524fdfb5bc800f9337e1911628b1c,s_10,01_c,test_locked,2284,60.0,38.05,0.9978108581436077,0.0,absent,"{""pelvis"": 2, ""left_forearm"": 7, ""right_forearm"": 8, ""left_shank"": 11, ""right_shank"": 12, ""head"": 0, ""left_thigh"": 9, ""right_thigh"": 10}",not_inspected_locked_test
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_10/02.pkl,d66f91009e60d3c7684a160689e30351b7cf8d95750d5a2e8cb70e4255ae0025,s_10,02,test_locked,3619,60.0,60.3,0.997236805747444,0.0,absent,"{""pelvis"": 2, ""left_forearm"": 7, ""right_forearm"": 8, ""left_shank"": 11, ""right_shank"": 12, ""head"": 0, ""left_thigh"": 9, ""right_thigh"": 10}",not_inspected_locked_test
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_10/03_a.pkl,6af37efc5fbe4c9dc782a19110bb2da1b8e9b528e07b6db355f5e5b0bedeb647,s_10,03_a,test_locked,3038,60.0,50.61666666666667,0.9960500329163924,0.0,absent,"{""pelvis"": 2, ""left_forearm"": 7, ""right_forearm"": 8, ""left_shank"": 11, ""right_shank"": 12, ""head"": 0, ""left_thigh"": 9, ""right_thigh"": 10}",not_inspected_locked_test
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_10/03_b.pkl,206e4cdbd0340369c6010a9656c1073826f8ae8c3a461038cd886fdf96d54ff5,s_10,03_b,test_locked,3751,60.0,62.5,0.9949346840842442,0.0,absent,"{""pelvis"": 2, ""left_forearm"": 7, ""right_forearm"": 8, ""left_shank"": 11, ""right_shank"": 12, ""head"": 0, ""left_thigh"": 9, ""right_thigh"": 10}",not_inspected_locked_test
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_10/04_a.pkl,2ae14f85a4786f9aadb3feea10e4898ce8c492c3d332e7aa4f824864c7eaae39,s_10,04_a,test_locked,865,60.0,14.4,0.9953757225433526,0.0,absent,"{""pelvis"": 2, ""left_forearm"": 7, ""right_forearm"": 8, ""left_shank"": 11, ""right_shank"": 12, ""head"": 0, ""left_thigh"": 9, ""right_thigh"": 10}",not_inspected_locked_test
