source,dataset,subject_key,bytes,kind,start_frame,end_frame_exclusive,start_seconds,duration_seconds,standing_before_15s,standing_after_15s,complete_transition_proxy,status
../base_mobileposer/data/raw/AMASS/Eyes_Japan_Dataset/hamada/sitdown_standup-10-observe-hamada_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/hamada,4811128,seated_like,660,3144,5.5,20.7,True,False,False,sampled_geometry_only_native_confirmation_required
../base_mobileposer/data/raw/AMASS/Eyes_Japan_Dataset/hamada/sitdown_standup-13-applause-hamada_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/hamada,4811128,seated_like,684,3132,5.7,20.4,True,False,False,sampled_geometry_only_native_confirmation_required
../base_mobileposer/data/raw/AMASS/Eyes_Japan_Dataset/hamada/sitdown_standup-14-hold chair-hamada_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/hamada,4811128,seated_like,612,3168,5.1,21.3,True,False,False,sampled_geometry_only_native_confirmation_required
../base_mobileposer/data/raw/AMASS/Eyes_Japan_Dataset/hamada/sitdown_standup-16-reseat-hamada_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/hamada,4811128,seated_like,588,1356,4.9,6.4,True,False,False,sampled_geometry_only_native_confirmation_required
../base_mobileposer/data/raw/AMASS/Eyes_Japan_Dataset/hamada/sitdown_standup-16-reseat-hamada_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/hamada,4811128,seated_like,1932,3168,16.1,10.3,True,True,True,sampled_geometry_only_native_confirmation_required
../base_mobileposer/data/raw/AMASS/Eyes_Japan_Dataset/ichige/gesture_etc-18-eat-ichige_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/ichige,4811128,seated_like,1152,3384,9.6,18.6,True,True,True,sampled_geometry_only_native_confirmation_required
../base_mobileposer/data/raw/AMASS/Eyes_Japan_Dataset/kaiwa/sitdown_standup-03-chair back-kaiwa_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/kaiwa,4811136,seated_like,684,2700,5.7,16.8,True,True,True,sampled_geometry_only_native_confirmation_required
../base_mobileposer/data/raw/AMASS/Eyes_Japan_Dataset/kaiwa/sitdown_standup-03-chair back-kaiwa_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/kaiwa,4811136,seated_like_low_speed,1344,2484,11.2,9.5,True,True,True,sampled_geometry_only_native_confirmation_required
../base_mobileposer/data/raw/AMASS/Eyes_Japan_Dataset/kanno/sitdown_standup-03-chair back-kanno_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/kanno,5310792,seated_like,600,1260,5.0,5.5,True,False,False,sampled_geometry_only_native_confirmation_required
../base_mobileposer/data/raw/AMASS/Eyes_Japan_Dataset/kanno/sitdown_standup-03-chair back-kanno_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/kanno,5310792,seated_like,2088,2736,17.4,5.4,True,True,True,sampled_geometry_only_native_confirmation_required
../base_mobileposer/data/raw/AMASS/Eyes_Japan_Dataset/kanno/sitdown_standup-10-observe-kanno_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/kanno,5459088,seated_like,684,3456,5.7,23.1,True,True,True,sampled_geometry_only_native_confirmation_required
../base_mobileposer/data/raw/AMASS/Eyes_Japan_Dataset/kanno/sitdown_standup-10-observe-kanno_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/kanno,5459088,seated_like_low_speed,1164,3372,9.7,18.4,True,True,True,sampled_geometry_only_native_confirmation_required
../base_mobileposer/data/raw/AMASS/Eyes_Japan_Dataset/kanno/sitdown_standup-13-applause-kanno_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/kanno,5322816,seated_like,576,3288,4.8,22.6,True,True,True,sampled_geometry_only_native_confirmation_required
../base_mobileposer/data/raw/AMASS/Eyes_Japan_Dataset/kanno/sitdown_standup-14-hold chair-kanno_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/kanno,5346864,seated_like,864,1560,7.2,5.8,True,True,True,sampled_geometry_only_native_confirmation_required
../base_mobileposer/data/raw/AMASS/Eyes_Japan_Dataset/kanno/sitdown_standup-14-hold chair-kanno_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/kanno,5346864,seated_like,2280,2904,19.0,5.2,False,True,False,sampled_geometry_only_native_confirmation_required
../base_mobileposer/data/raw/AMASS/Eyes_Japan_Dataset/kawaguchi/sitdown_standup-10-observe-kawaguchi_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/kawaguchi,3778408,seated_like,528,2328,4.4,15.0,True,True,True,sampled_geometry_only_native_confirmation_required
../base_mobileposer/data/raw/AMASS/Eyes_Japan_Dataset/kudo/sitdown_standup-16-reseat-kudo_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/kudo,11023528,seated_like,1900,4225,7.6,9.3,True,True,True,sampled_geometry_only_native_confirmation_required
../base_mobileposer/data/raw/AMASS/Eyes_Japan_Dataset/kudo/sitdown_standup-16-reseat-kudo_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/kudo,11023528,seated_like,4850,6850,19.4,8.0,False,True,False,sampled_geometry_only_native_confirmation_required
../base_mobileposer/data/raw/AMASS/Eyes_Japan_Dataset/takiguchi/gesture_etc-20-swing chair-takiguchi_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/takiguchi,10932688,seated_like,1275,4200,5.1,11.7,False,False,False,sampled_geometry_only_native_confirmation_required
../base_mobileposer/data/raw/AMASS/Eyes_Japan_Dataset/takiguchi/gesture_etc-20-swing chair-takiguchi_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/takiguchi,10932688,seated_like,4425,6775,17.7,9.4,False,False,False,sampled_geometry_only_native_confirmation_required
../base_mobileposer/data/raw/AMASS/Eyes_Japan_Dataset/takiguchi/sitdown_standup-16-reseat-takiguchi_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/takiguchi,10932688,seated_like,1275,3625,5.1,9.4,False,False,False,sampled_geometry_only_native_confirmation_required
../base_mobileposer/data/raw/AMASS/Eyes_Japan_Dataset/takiguchi/sitdown_standup-16-reseat-takiguchi_poses.npz,Eyes_Japan_Dataset,Eyes_Japan_Dataset/takiguchi,10932688,seated_like,4700,7175,18.8,9.9,False,False,False,sampled_geometry_only_native_confirmation_required
