source,subject,setting,region,frame_a,frame_b,current_max_rotation_deg,current_max_acc_difference_m_s2,reference_pose_gap_deg,large_pose_gap
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/01.pkl,s_07,sensitivity_looser,spine,420,840,11.044631418965729,1.289723180803954,2.1482369513044257,False
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/01.pkl,s_07,sensitivity_looser,hip_knee,420,990,8.06258904066098,1.7328663927872128,7.1413666767513835,False
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/01.pkl,s_07,sensitivity_looser,spine,420,990,8.06258904066098,1.7328663927872128,1.7567842430737812,False
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/01.pkl,s_07,sensitivity_looser,hip_knee,420,1170,7.631389731479786,1.12549298622614,6.89597220764229,False
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/01.pkl,s_07,sensitivity_looser,spine,420,1170,7.631389731479786,1.12549298622614,1.9192949243486002,False
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/01.pkl,s_07,sensitivity_looser,hip_knee,420,3510,10.592044326030395,1.2072866739037627,4.307212973230455,False
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/01.pkl,s_07,sensitivity_looser,spine,420,3510,10.592044326030395,1.2072866739037627,2.453256019207601,False
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/01.pkl,s_07,sensitivity_looser,hip_knee,450,810,15.594732269547231,0.9352563655829553,5.381165133908885,False
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/01.pkl,s_07,sensitivity_looser,spine,450,810,15.594732269547231,0.9352563655829553,1.4047215880954729,False
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/01.pkl,s_07,sensitivity_looser,hip_knee,450,840,9.51598815825964,1.613301198260735,5.4406070030203635,False
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/01.pkl,s_07,sensitivity_looser,spine,450,840,9.51598815825964,1.613301198260735,1.4931745325956314,False
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/01.pkl,s_07,sensitivity_looser,hip_knee,450,3510,16.262794267335916,1.1979219941901686,2.687476155043962,False
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/01.pkl,s_07,sensitivity_looser,spine,450,3510,16.262794267335916,1.1979219941901686,2.1133663655782406,False
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/01.pkl,s_07,sensitivity_looser,hip_knee,450,6600,11.438592116601448,1.805140507062415,2.370855291171503,False
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/01.pkl,s_07,sensitivity_looser,spine,450,6600,11.438592116601448,1.805140507062415,2.727297604719421,False
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/01.pkl,s_07,sensitivity_looser,hip_knee,450,6720,18.20295730036188,1.798462520305266,8.083193764797588,False
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/01.pkl,s_07,sensitivity_looser,spine,450,6720,18.20295730036188,1.798462520305266,2.4179917111496096,False
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/01.pkl,s_07,sensitivity_looser,hip_knee,480,870,6.869435069837844,1.708220787630355,3.4570035514518684,False
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/01.pkl,s_07,sensitivity_looser,spine,480,870,6.869435069837844,1.708220787630355,1.3738138369216497,False
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/01.pkl,s_07,sensitivity_looser,hip_knee,510,900,6.47339271641698,0.8474201076740259,2.0103184374529213,False
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/01.pkl,s_07,sensitivity_looser,spine,510,900,6.47339271641698,0.8474201076740259,0.7501305079636227,False
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/01.pkl,s_07,sensitivity_looser,hip_knee,510,1080,7.425477510381531,0.7019643388593249,2.6067115405505716,False
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/01.pkl,s_07,sensitivity_looser,spine,510,1080,7.425477510381531,0.7019643388593249,0.8332849774715526,False
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/01.pkl,s_07,sensitivity_looser,hip_knee,510,1410,10.473594281421422,1.1069666177337607,2.5854141426008703,False
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/01.pkl,s_07,sensitivity_looser,spine,510,1410,10.473594281421422,1.1069666177337607,1.2607247332021803,False
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/01.pkl,s_07,sensitivity_looser,hip_knee,510,1560,14.863449678190724,1.3932159995277635,1.9900161895611863,False
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/01.pkl,s_07,sensitivity_looser,spine,510,1560,14.863449678190724,1.3932159995277635,1.111888164977007,False
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/01.pkl,s_07,sensitivity_looser,hip_knee,510,1740,8.987642861520502,0.8195861807800736,2.083665210865474,False
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/01.pkl,s_07,sensitivity_looser,spine,510,1740,8.987642861520502,0.8195861807800736,0.5244666736291721,False
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/01.pkl,s_07,sensitivity_looser,hip_knee,540,930,6.888170414306085,0.861073602339324,2.6659399950290945,False
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/01.pkl,s_07,sensitivity_looser,spine,540,930,6.888170414306085,0.861073602339324,0.929181927107034,False
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/01.pkl,s_07,sensitivity_looser,hip_knee,540,1230,9.734032591402665,1.4985084511374054,2.2953597216434445,False
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/01.pkl,s_07,sensitivity_looser,spine,540,1230,9.734032591402665,1.4985084511374054,1.3991728716465854,False
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/01.pkl,s_07,sensitivity_looser,hip_knee,540,1590,8.796559840756315,1.1960120460544315,2.5577144977894135,False
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/01.pkl,s_07,sensitivity_looser,spine,540,1590,8.796559840756315,1.1960120460544315,0.7613967886858855,False
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/01.pkl,s_07,sensitivity_looser,hip_knee,570,1620,9.823684730661691,0.5359298491823555,3.220302101653991,False
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/01.pkl,s_07,sensitivity_looser,spine,570,1620,9.823684730661691,0.5359298491823555,1.0734511026055076,False
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/01.pkl,s_07,sensitivity_looser,hip_knee,600,990,4.808131865994385,1.289727060267087,1.5363038474331037,False
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/01.pkl,s_07,sensitivity_looser,spine,600,990,4.808131865994385,1.289727060267087,1.3721175619686472,False
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/01.pkl,s_07,sensitivity_looser,hip_knee,600,3510,10.381543833474252,1.8603758895888034,3.804771149945537,False
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/01.pkl,s_07,sensitivity_looser,spine,600,3510,10.381543833474252,1.8603758895888034,2.058455865772441,False
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/01.pkl,s_07,sensitivity_looser,hip_knee,630,990,11.93579101585978,1.5387482717305487,2.1351927322742688,False
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/01.pkl,s_07,sensitivity_looser,spine,630,990,11.93579101585978,1.5387482717305487,0.9120522990538973,False
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/01.pkl,s_07,sensitivity_looser,hip_knee,630,3510,12.925992359968122,1.5791151676190247,4.107418897253112,False
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/01.pkl,s_07,sensitivity_looser,spine,630,3510,12.925992359968122,1.5791151676190247,1.3686334276273857,False
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/01.pkl,s_07,sensitivity_looser,hip_knee,660,960,6.276558018995932,1.0716827587550402,2.1066211776019133,False
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/01.pkl,s_07,sensitivity_looser,spine,660,960,6.276558018995932,1.0716827587550402,1.5775051431073075,False
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/01.pkl,s_07,sensitivity_looser,hip_knee,690,1110,15.518566083095655,1.8710784563911393,1.4927142158881663,False
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/01.pkl,s_07,sensitivity_looser,spine,690,1110,15.518566083095655,1.8710784563911393,1.7650777325517604,False
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/01.pkl,s_07,sensitivity_looser,hip_knee,690,1230,10.533611725998199,1.7402195504294093,2.224971247284552,False
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/01.pkl,s_07,sensitivity_looser,spine,690,1230,10.533611725998199,1.7402195504294093,1.5434275757329365,False
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/01.pkl,s_07,sensitivity_looser,hip_knee,690,1590,7.172999051284401,0.8327375862554397,2.869505553639614,False
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/01.pkl,s_07,sensitivity_looser,spine,690,1590,7.172999051284401,0.8327375862554397,1.5767981500633574,False
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/01.pkl,s_07,sensitivity_looser,hip_knee,720,1080,6.012981084035614,0.9943284013710274,1.591164569551355,False
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/01.pkl,s_07,sensitivity_looser,spine,720,1080,6.012981084035614,0.9943284013710274,0.9224237661736195,False
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/01.pkl,s_07,sensitivity_looser,hip_knee,720,1410,12.57464152386818,1.2887559705447262,2.4922627761871876,False
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/01.pkl,s_07,sensitivity_looser,spine,720,1410,12.57464152386818,1.2887559705447262,1.1224479639170337,False
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/01.pkl,s_07,sensitivity_looser,hip_knee,720,1560,11.750881924608686,1.354083883491739,2.4716735379848958,False
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/01.pkl,s_07,sensitivity_looser,spine,720,1560,11.750881924608686,1.354083883491739,2.098028398498601,False
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/01.pkl,s_07,sensitivity_looser,hip_knee,720,1740,13.19883386179848,1.4084191587008559,2.8425600291394755,False
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/01.pkl,s_07,sensitivity_looser,spine,720,1740,13.19883386179848,1.4084191587008559,1.35747876753101,False
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/01.pkl,s_07,sensitivity_looser,hip_knee,750,1110,8.754122170054027,1.9068557004430327,1.5959839872533288,False
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/01.pkl,s_07,sensitivity_looser,spine,750,1110,8.754122170054027,1.9068557004430327,1.170107883236416,False
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/01.pkl,s_07,sensitivity_looser,hip_knee,750,1230,16.859522357395658,0.9297865022881834,2.6754204491732696,False
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/01.pkl,s_07,sensitivity_looser,spine,750,1230,16.859522357395658,0.9297865022881834,2.0994688535590744,False
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/01.pkl,s_07,sensitivity_looser,hip_knee,750,1590,10.711516820772266,0.5272250859325146,3.2372808518378076,False
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/01.pkl,s_07,sensitivity_looser,spine,750,1590,10.711516820772266,0.5272250859325146,1.538215548993844,False
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/01.pkl,s_07,sensitivity_looser,hip_knee,780,1620,7.702038903885201,1.6612430191820384,3.5031858358501666,False
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/01.pkl,s_07,sensitivity_looser,spine,780,1620,7.702038903885201,1.6612430191820384,1.107548448389535,False
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/01.pkl,s_07,sensitivity_looser,hip_knee,810,1170,8.013046465945504,1.7948209817104186,1.644335957813336,False
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/01.pkl,s_07,sensitivity_looser,spine,810,1170,8.013046465945504,1.7948209817104186,1.3510263939231233,False
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/01.pkl,s_07,sensitivity_looser,hip_knee,810,3510,12.674105977166391,1.0623686946297708,3.823167969073725,False
